Localização,Latitude {N+/S-},Longitude {E+/W-},Zona Horaria {+/- GMT},Elevação {m},,,,,,,,,,,,,,
1,3,18,27,23,21.08,101.1,0.016083741,71,1.144044855,68.0,5,60,9,336,119,12,31,107
1,3,19,26.6,23.1,21.39,101.1,0.016404005,75,1.144996801,68.4,5,30,9,44,28,17,41,10
1,3,20,26,23.3,21.92,101.1,0.01696311,80,1.146289347,69.2,3,60,4,0,0,0,0,0
1,3,21,26,22.5,20.75,101.2,0.01573296,74,1.149636589,66.1,3,80,3,0,0,0,0,0
1,3,22,25.7,22.7,21.17,101.2,0.016157901,78,1.150024314,66.9,3,60,4,0,0,0,0,0
1,3,23,25.6,22.5,20.91,101.3,0.015883242,77,1.152041883,66.1,3,30,3,0,0,0,0,0
1,3,24,25.6,22.4,20.77,101.2,0.015752001,76,1.15114148,65.7,3,20,3,0,0,0,0,0
1,4,1,25.5,22.5,20.96,101.1,0.015960043,78,1.150013889,66.2,3,30,3,0,0,0,0,0
1,4,2,25.5,23,21.69,101,0.016731628,81,1.14748848,68.1,4,30,4,0,0,0,0,0
1,4,3,25.5,23,21.69,101,0.016731628,81,1.14748848,68.1,2,60,4,0,0,0,0,0
1,4,4,25.5,23,21.69,101,0.016731628,81,1.14748848,68.1,2,360,3,0,0,0,0,0
1,4,5,24,22,20.85,101,0.01586785,84,1.154842761,64.4,0,0,3,0,0,0,0,0
1,4,6,23,21.5,20.55,101,0.015562718,88,1.159296872,62.6,2,360,8,0,0,0,0,0
1,4,7,23.5,22,21.06,101,0.016077664,88,1.156408839,64.4,2,330,8,146,63,13,31,50
1,4,8,25.5,22.5,20.96,101.2,0.015942594,78,1.151182878,66.1,0,0,8,472,167,17,30,151
1,4,9,26.5,23,21.28,101.2,0.016275519,75,1.146742636,68.0,3,360,9,771,486,304,423,182
1,4,10,27.5,22.5,20.1,101.3,0.015087594,65,1.146191138,66.0,4,360,4,1023,670,453,529,217
1,4,11,27.7,22.7,20.32,101.3,0.015302198,65,1.14504344,66.7,4,30,3,1211,763,477,500,286
1,4,12,28,23,20.66,101.3,0.015628684,66,1.143317025,67.9,3,50,4,1321,865,585,587,280
1,4,13,28,23,20.66,101.3,0.015628684,66,1.143317025,67.9,3,40,3,1347,882,597,606,286
1,4,14,28,23.2,20.96,101.2,0.015951436,67,1.141610496,68.7,3,20,3,1286,868,620,677,248
1,4,15,28,23.1,20.81,101.1,0.015816818,66,1.140723147,68.4,3,60,1,1142,771,550,691,221
1,4,16,28.2,23.2,20.88,101,0.015904098,66,1.138682681,68.8,3,20,1,926,607,410,636,196
1,4,17,27.3,23,20.96,101,0.015975979,70,1.141964926,68.0,3,60,3,652,440,314,642,126
1,4,18,27,23.2,21.38,101,0.016407416,73,1.142333767,68.8,3,30,1,339,222,150,383,72
1,4,19,26.4,22.2,20.12,101.1,0.015138827,70,1.148036551,65.0,3,40,3,46,30,20,47,10
1,4,20,26,22.5,20.75,101.1,0.015750402,74,1.148469171,66.1,4,360,3,0,0,0,0,0
1,4,21,26,22.3,20.45,101.2,0.015436428,73,1.15017142,65.3,3,30,1,0,0,0,0,0
1,4,22,26,22.5,20.75,101.3,0.015715553,74,1.150804007,66.0,2,30,3,0,0,0,0,0
1,4,23,26,22.5,20.75,101.3,0.015715553,74,1.150804007,66.0,2,30,3,0,0,0,0,0
1,4,24,26,22.7,21.04,101.3,0.016014396,76,1.150264948,66.8,2,30,3,0,0,0,0,0
1,5,1,26,22.5,20.75,101.3,0.015715553,74,1.150804007,66.0,3,40,3,0,0,0,0,0
1,5,2,25.7,22.7,21.17,101.2,0.016157901,78,1.150024314,66.9,3,360,4,0,0,0,0,0
1,5,3,25.6,22.6,21.06,101.1,0.016067505,78,1.149435319,66.5,4,10,3,0,0,0,0,0
1,5,4,24.6,22.6,21.47,101.1,0.016487368,84,1.152537288,66.6,3,330,4,0,0,0,0,0
1,5,5,24.2,22.5,21.49,101.1,0.01650583,87,1.154054328,66.2,3,300,4,0,0,0,0,0
1,5,6,24,22.5,21.57,101.2,0.016572422,88,1.15585279,66.2,3,300,5,0,0,0,0,0
1,5,7,25.5,23,21.69,101.2,0.016695544,81,1.149825694,68.0,3,360,8,143,51,5,12,46
1,5,8,25.5,22.9,21.54,101.3,0.016525793,80,1.151267882,67.6,3,360,9,469,167,17,31,150
1,5,9,25.7,22.5,20.87,101.3,0.015841311,76,1.151732105,66.1,3,330,9,769,273,28,39,245
1,5,10,28.2,23.2,20.87,101.4,0.015831284,66,1.143322826,68.6,3,30,9,1022,363,37,43,326
1,5,11,28.3,23.1,20.68,101.4,0.01563695,65,1.143291908,68.2,3,20,9,1210,430,44,46,386
1,5,12,28.2,23.5,21.33,101.4,0.016292596,68,1.142496474,69.8,4,30,9,1321,786,432,433,354
1,5,13,28.2,23.5,21.33,101.2,0.01632964,68,1.140176855,69.9,5,20,5,1347,478,48,49,430
1,5,14,28.2,23.5,21.33,101.2,0.01632964,68,1.140176855,69.9,5,60,9,1287,457,46,50,411
1,5,15,26.5,22.7,20.84,101.1,0.015840033,73,1.146391696,66.9,4,30,9,1144,772,551,685,221
1,5,16,27.6,23.2,21.13,101,0.016155646,69,1.140504603,68.8,6,30,1,928,585,366,559,219
1,5,17,27.7,23.4,21.39,101,0.016421718,70,1.139650321,69.6,5,360,4,654,412,258,518,154
1,5,18,27.5,23.5,21.62,101,0.016660718,72,1.13998166,70.0,5,20,4,341,215,134,341,80
1,5,19,26.5,23,21.29,101,0.016311576,75,1.144411694,68.1,5,30,4,47,31,21,49,10
1,5,20,26.2,23.2,21.7,101.1,0.01672517,78,1.14595025,68.8,4,30,3,0,0,0,0,0
1,5,21,26,23.1,21.63,101.1,0.016656027,78,1.146840541,68.4,3,60,3,0,0,0,0,0
1,5,22,26,23,21.49,101.2,0.016485454,78,1.148281603,68.0,3,60,3,0,0,0,0,0
1,5,23,26,23.1,21.63,101.2,0.016637893,78,1.148007501,68.4,4,60,4,0,0,0,0,0
1,5,24,25.9,23.1,21.67,101.2,0.016679918,79,1.14831582,68.4,4,30,4,0,0,0,0,0
1,6,1,25.8,22.9,21.42,101.1,0.01643555,78,1.148004121,67.7,2,60,4,0,0,0,0,0
1,6,2,25.7,22.6,21.02,101.1,0.016025552,77,1.149126258,66.5,2,20,4,0,0,0,0,0
1,6,3,25.6,22.5,20.92,101.1,0.015918102,77,1.149704534,66.1,2,60,5,0,0,0,0,0
1,6,4,25.1,23,21.85,101.1,0.016881756,84,1.149894806,68.1,3,90,5,0,0,0,0,0
1,6,5,25.3,22.5,21.04,101.1,0.016043942,79,1.150633217,66.2,1,80,4,0,0,0,0,0
1,6,6,25.7,22.9,21.46,101.1,0.016477551,79,1.148312714,67.7,2,60,6,0,0,0,0,0
1,6,7,26,22.7,21.04,101.2,0.01603203,76,1.149097682,66.8,3,40,5,141,84,46,111,38
1,6,8,26.6,23.3,21.68,101.2,0.016692504,76,1.145611604,69.1,3,30,5,467,278,153,279,125
1,6,9,27.7,23.6,21.68,101.3,0.016676274,71,1.14257982,70.2,4,90,5,768,457,251,355,206
1,6,10,28.3,24,22.04,101.3,0.017051872,70,1.139635413,71.8,2,30,5,1021,669,452,533,216
1,6,11,28.5,24,21.96,101.3,0.016967794,69,1.139029677,71.8,6,60,3,1210,762,477,502,286
1,6,12,28.6,24,21.92,101.2,0.016944908,69,1.13756891,71.9,6,60,4,1321,866,585,587,280
1,6,13,28.7,24,21.88,101.2,0.016902883,68,1.137266848,71.8,4,60,3,1348,849,531,538,318
1,6,14,28.5,24,21.96,101.1,0.017006122,69,1.136712665,71.9,5,60,4,1288,812,508,551,304
1,6,15,29,24.2,22.06,101.1,0.017114109,68,1.13463987,72.7,5,60,4,1146,750,507,631,243
1,6,16,29,24,21.76,101,0.016815238,66,1.13404792,71.9,5,70,3,930,609,412,630,197
1,6,17,27.8,24.2,22.53,101,0.017638542,75,1.137104221,72.8,5,60,3,656,430,291,585,139
1,6,18,27.1,23.3,21.49,101,0.016519225,73,1.141753333,69.2,4,70,3,343,225,152,388,73
1,6,19,26.5,23.5,22.02,101,0.017081076,78,1.143033669,70.0,5,70,3,48,31,21,51,10
1,6,20,26.3,23.3,21.81,101.1,0.01683696,78,1.145367093,69.2,3,60,3,0,0,0,0,0
1,6,21,26.2,23.3,21.84,101.2,0.016860637,79,1.146840488,69.2,4,60,3,0,0,0,0,0
1,6,22,26.3,23.3,21.8,101.3,0.016800266,78,1.147698829,69.1,4,80,4,0,0,0,0,0
1,6,23,26.1,23.1,21.59,101.3,0.01657778,78,1.148866034,68.3,4,70,4,0,0,0,0,0
1,6,24,26,23,21.49,101.2,0.016485454,78,1.148281603,68.0,3,70,3,0,0,0,0,0
1,7,1,25.8,22.8,21.28,101.1,0.016284258,78,1.148276246,67.3,3,80,3,0,0,0,0,0
1,7,2,26,22.7,21.05,101.1,0.0160497,76,1.147930417,66.9,3,80,3,0,0,0,0,0
1,7,3,25.4,22.4,20.85,101.1,0.015853186,77,1.150591819,65.8,3,90,3,0,0,0,0,0
1,7,4,25.2,22.2,20.64,101.1,0.015641278,77,1.151745776,65.0,3,90,0,0,0,0,0,0
1,7,5,25,22.5,21.17,101.1,0.016169837,81,1.151563758,66.2,4,40,5,0,0,0,0,0
1,7,6,25.4,22.4,20.85,101.1,0.015853186,77,1.150591819,65.8,3,80,5,0,0,0,0,0
1,7,7,26.7,22.7,20.75,101.2,0.015738548,71,1.146942711,66.8,3,60,5,139,82,45,109,37
1,7,8,26.7,22.7,20.75,101.2,0.015738548,71,1.146942711,66.8,2,50,5,465,277,152,278,125
1,7,9,27.5,23.2,21.17,101.3,0.016142898,70,1.144295573,68.7,5,90,5,766,421,189,268,232
1,7,10,26.6,23.2,21.54,101.3,0.016520656,75,1.147052274,68.7,5,60,6,1020,607,333,393,273
1,7,11,28.1,23.1,20.77,101.3,0.015738747,66,1.142740239,68.3,5,100,5,1209,719,395,417,324
1,7,12,29,23.2,20.54,101.3,0.015514412,62,1.139737354,68.6,5,70,5,1322,786,432,433,354
1,7,13,27.5,23,20.87,101.2,0.015856111,69,1.143679969,67.9,5,90,5,1349,803,441,447,362
1,7,14,29,23.5,21,101.2,0.015994166,63,1.137755996,69.8,4,80,5,1290,812,508,552,304
1,7,15,28.6,23.6,21.32,101.1,0.01633581,66,1.137529277,70.3,4,100,4,1147,493,102,127,391
1,7,16,28,23,20.66,101.1,0.015664629,66,1.140995413,68.0,3,70,8,932,331,34,51,297
1,7,17,27.6,23.1,20.98,101.1,0.015984462,69,1.141940154,68.4,4,90,9,659,178,6,12,172
1,7,18,27,22.7,20.63,101.1,0.015630519,70,1.144858073,66.9,3,130,10,345,93,3,8,90
1,7,19,26.5,22.5,20.54,101.1,0.015540916,71,1.146929579,66.1,4,120,10,49,17,2,4,16
1,7,20,26,22.5,20.75,101.1,0.015750402,74,1.148469171,66.1,5,90,9,0,0,0,0,0
1,7,21,26,22.5,20.75,101.2,0.01573296,74,1.149636589,66.1,4,120,6,0,0,0,0,0
1,7,22,26,22,19.99,101.2,0.014996334,71,1.150966102,64.2,3,120,5,0,0,0,0,0
1,7,23,26,22.5,20.75,101.2,0.01573296,74,1.149636589,66.1,4,120,5,0,0,0,0,0
1,7,24,26,22.5,20.75,101.2,0.01573296,74,1.149636589,66.1,4,120,5,0,0,0,0,0
1,8,1,25.6,22.9,21.5,101.1,0.016519558,80,1.148621511,67.7,5,90,6,0,0,0,0,0
1,8,2,25.6,22.6,21.07,101,0.016085101,78,1.148266721,66.6,4,150,6,0,0,0,0,0
1,8,3,25.5,22.5,20.96,101,0.015977527,78,1.1488449,66.2,3,150,4,0,0,0,0,0
1,8,4,25.4,22.2,20.56,101,0.015574623,76,1.14995598,65.1,4,120,0,0,0,0,0,0
1,8,5,25.5,22.5,20.96,101,0.015977527,78,1.1488449,66.2,4,100,3,0,0,0,0,0
1,8,6,25,22,20.43,101.1,0.015431754,77,1.152897222,64.3,4,90,4,0,0,0,0,0
1,8,7,25.5,22,20.21,101.2,0.015205518,74,1.152514554,64.2,4,90,9,136,48,5,12,43
1,8,8,27.8,22.5,19.97,101.2,0.014979553,64,1.144112246,66.0,3,120,9,462,164,17,31,148
1,8,9,27.4,22.7,20.45,101.2,0.015445367,67,1.144797721,66.8,3,120,9,764,271,27,39,244
1,8,10,27.2,23,20.99,101.3,0.015963904,70,1.145759928,67.9,3,140,9,1018,606,333,393,273
1,8,11,27.4,22.9,20.76,101.3,0.015728646,68,1.145419896,67.5,4,160,5,1209,665,299,315,366
1,8,12,28,24.5,22.88,101.3,0.017978144,75,1.139119519,73.9,4,150,6,1322,727,326,328,400
1,8,13,28.2,24.5,22.81,101.2,0.017913615,74,1.137354439,73.9,5,150,6,1350,850,532,539,319
1,8,14,29,25,23.23,101.2,0.018393979,73,1.133492154,76.0,4,180,4,1291,768,422,459,346
1,8,15,28,24,22.16,101.1,0.017216376,72,1.138225419,71.9,4,150,5,1149,684,376,467,308
1,8,16,27.5,23,20.87,101,0.015892141,69,1.141355257,68.0,5,120,5,934,556,305,468,250
1,8,17,27.2,23.2,21.3,101,0.016323468,72,1.141723239,68.8,4,120,5,661,393,216,437,177
1,8,18,27,24,22.54,101,0.017656592,78,1.140102809,72.0,3,110,5,347,94,3,8,91
1,8,19,26.5,23.5,22.02,101.1,0.017062436,78,1.144198759,70.0,3,120,10,50,27,12,30,15
1,8,20,26.4,23.5,22.06,101.1,0.017104505,79,1.144505386,70.0,3,90,6,0,0,0,0,0
1,8,21,26.2,23.6,22.28,101.2,0.017325765,81,1.146006086,70.4,3,120,4,0,0,0,0,0
1,8,22,26,23.5,22.21,101.2,0.017254233,81,1.14690059,70.0,3,90,4,0,0,0,0,0
1,8,23,26,24,22.92,101.2,0.018039723,85,1.145492983,72.0,3,90,3,0,0,0,0,0
1,8,24,25.9,23.6,22.39,101.2,0.017452097,83,1.146929086,70.4,2,120,4,0,0,0,0,0
1,9,1,25.7,23.7,22.61,101.2,0.017692824,85,1.147264727,70.8,0,0,1,0,0,0,0,0
1,9,2,25.6,23.2,21.94,101.1,0.016977452,82,1.147798364,68.8,2,90,5,0,0,0,0,0
1,9,3,25.6,23.6,22.51,101.1,0.017597219,85,1.146686095,70.4,2,80,4,0,0,0,0,0
1,9,4,25.6,23.6,22.51,101.1,0.017597219,85,1.146686095,70.4,2,100,1,0,0,0,0,0
1,9,5,25.5,23.3,22.12,101.1,0.017173483,83,1.147830532,69.2,2,100,4,0,0,0,0,0
1,9,6,25.3,23.2,22.06,101.1,0.017103676,84,1.148725191,68.9,2,90,5,0,0,0,0,0
1,9,7,25.5,23.4,22.26,101.1,0.017328109,84,1.147552907,69.6,2,150,6,134,58,12,29,46
1,9,8,26.7,23,21.2,101.2,0.016191588,73,1.146128478,68.0,4,90,8,460,253,114,209,139
1,9,9,27.7,23.5,21.54,101.2,0.016539512,71,1.141696392,69.9,4,60,6,762,499,338,479,162
1,9,10,28,24,22.16,101.2,0.017197185,72,1.139385468,71.9,4,100,3,1017,437,91,107,347
1,9,11,28,24.5,22.88,101.2,0.017997922,75,1.137959849,73.9,3,90,8,1208,520,108,114,412
1,9,12,27.7,23.7,21.83,101.2,0.016851043,72,1.141139623,70.7,3,60,8,1322,727,326,328,401
1,9,13,28,23.5,21.41,101.2,0.01641357,69,1.140784068,69.9,4,100,6,1350,912,651,659,261
1,9,14,28,24,22.16,101.1,0.017216376,72,1.138225419,71.9,3,30,1,1292,846,572,622,274
1,9,15,28.5,24.9,23.27,101,0.018480729,75,1.132973674,75.7,3,90,3,1151,754,510,634,244
1,9,16,28.2,24.6,22.95,101,0.018115744,75,1.134748252,74.4,3,90,3,936,613,415,636,199
1,9,17,27.6,24.4,22.89,101,0.01804443,77,1.137138783,73.6,3,60,3,663,447,319,648,128
1,9,18,27.2,24.5,23.18,101,0.018375099,80,1.138065207,74.1,3,90,1,349,236,168,419,67
1,9,19,26.5,24.6,23.58,101,0.018833525,86,1.139907727,74.5,3,80,1,51,34,24,59,10
1,9,20,26.1,23.1,21.59,101,0.016632177,78,1.145366093,68.5,3,70,0,0,0,0,0,0
1,9,21,25.8,22.7,21.13,101.1,0.016133611,77,1.148547338,66.9,5,80,1,0,0,0,0,0
1,9,22,25.9,22.8,21.24,101.1,0.016242281,77,1.147967771,67.3,3,60,8,0,0,0,0,0
1,9,23,26,22.9,21.34,101.1,0.016351566,77,1.147387552,67.7,5,90,5,0,0,0,0,0
1,9,24,25.8,22.5,20.83,101.1,0.01583424,76,1.149086442,66.1,4,60,1,0,0,0,0,0
1,10,1,25.2,22.7,21.38,101.1,0.01638549,81,1.150403036,66.9,5,60,8,0,0,0,0,0
1,10,2,24.8,22.7,21.54,101,0.016571255,84,1.150473251,67.0,3,60,6,0,0,0,0,0
1,10,3,25,22.5,21.17,101,0.016187328,81,1.150393192,66.2,3,40,4,0,0,0,0,0
1,10,4,25.2,22.3,20.79,101,0.015806118,78,1.150309174,65.5,3,50,8,0,0,0,0,0
1,10,5,25,23,21.89,101,0.016941886,85,1.149034569,68.1,2,40,6,0,0,0,0,0
1,10,6,25,22.5,21.17,101.1,0.016169837,81,1.151563758,66.2,3,320,5,0,0,0,0,0
1,10,7,24,22,20.85,101.1,0.015850905,84,1.15601688,64.3,3,340,6,131,83,52,127,31
1,10,8,26,23,21.49,101.2,0.016485454,78,1.148281603,68.0,2,330,4,458,272,150,276,123
1,10,9,26.6,23.8,22.41,101.2,0.017470698,79,1.1442174,71.1,3,80,5,760,418,188,267,230
1,10,10,27.1,23.6,21.92,101.2,0.016947104,75,1.143248089,70.3,5,20,6,1016,605,332,392,272
1,10,11,27.5,23.6,21.76,101.2,0.016778971,72,1.142027582,70.3,5,50,5,1208,761,476,502,285
1,10,12,27.8,23.4,21.35,101.2,0.01634278,69,1.141668788,69.5,5,30,4,1322,866,586,587,280
1,10,13,28,24,22.16,101.1,0.017216376,72,1.138225419,71.9,4,30,3,1351,912,651,660,261
1,10,14,28.4,24.2,22.3,101.1,0.017366473,71,1.136448718,72.7,6,60,1,1293,873,623,677,250
1,10,15,27.8,23.3,21.2,101,0.016225428,69,1.139622043,69.2,5,40,1,1152,778,555,692,223
1,10,16,28,24.1,22.31,100.9,0.01741401,73,1.135622605,72.4,5,60,1,938,629,443,681,186
1,10,17,27.4,23.2,21.22,100.9,0.016257852,70,1.139951003,68.9,4,70,0,665,445,314,639,131
1,10,18,27,23.3,21.53,100.9,0.016579651,73,1.140894927,69.3,5,20,0,351,230,156,405,75
1,10,19,26.3,23,21.37,100.9,0.016413623,76,1.14385932,68.1,4,30,3,52,34,23,56,11
1,10,20,26.1,24,22.89,101,0.01803601,84,1.142853761,72.1,5,30,3,0,0,0,0,0
1,10,21,26,23.5,22.21,101,0.017291488,81,1.14456728,70.1,3,30,4,0,0,0,0,0
1,10,22,26,23.5,22.21,101.1,0.017272841,81,1.145733935,70.0,2,30,4,0,0,0,0,0
1,10,23,26,23.5,22.21,101.1,0.017272841,81,1.145733935,70.0,4,30,4,0,0,0,0,0
1,10,24,25.8,23.5,22.29,101.1,0.017357047,83,1.146349435,70.0,5,30,4,0,0,0,0,0
1,11,1,25.5,23.5,22.41,101,0.017502055,85,1.146105998,70.1,3,30,4,0,0,0,0,0
1,11,2,25.5,23.6,22.55,101,0.017658137,85,1.145826324,70.5,3,20,4,0,0,0,0,0
1,11,3,25.4,23.2,22.02,100.9,0.017098226,83,1.146078505,68.9,3,20,3,0,0,0,0,0
1,11,4,24.7,22.7,21.58,100.9,0.016631042,84,1.149612406,67.0,3,320,3,0,0,0,0,0
1,11,5,24.6,22.6,21.48,100.9,0.016522624,84,1.150193779,66.7,2,300,5,0,0,0,0,0
1,11,6,24,22.6,21.72,101,0.016757201,89,1.153234775,66.6,2,300,3,0,0,0,0,0
1,11,7,23.7,22.2,21.27,101,0.01628776,88,1.155249317,65.1,2,300,3,129,85,57,141,27
1,11,8,25.4,22.7,21.29,101,0.016319219,80,1.148614494,67.0,0,0,3,456,287,180,332,108
