Localização,Latitude {N+/S-},Longitude {E+/W-},Zona Horaria {+/- GMT},Elevação {m},,,,,,,,,,,,,,
1,1,22,26.4,23.5,22.1,100.6,0.017198092,79,1.138678372,70.2,3,90,8,0,0,0,0,0
1,1,23,26.4,23.5,22.1,100.6,0.017198092,79,1.138678372,70.2,2,90,8,0,0,0,0,0
1,1,24,26.3,23.4,22.0,100.6,0.017084428,79,1.139261225,69.8,3,90,8,0,0,0,0,0
1,2,1,26.0,23.5,22.2,100.5,0.017385294,81,1.138734006,70.3,2,90,4,0,0,0,0,0
1,2,2,25.8,23.7,22.6,100.4,0.017802585,84,1.137619503,71.2,3,110,0,0,0,0,0,0
1,2,3,25.8,23.5,22.3,100.4,0.017488395,83,1.138178461,70.4,2,90,0,0,0,0,0,0
1,2,4,25.8,23.5,22.3,100.4,0.017488395,83,1.138178461,70.4,3,90,0,0,0,0,0,0
1,2,5,25.5,22.8,21.4,100.4,0.016535786,80,1.141021584,67.6,1,120,0,0,0,0,0,0
1,2,6,25.2,22.8,21.5,100.5,0.016643784,82,1.143113185,67.6,1,120,4,0,0,0,0,0
1,2,7,24.7,22.8,21.7,100.5,0.016853984,85,1.14465536,67.6,1,130,10,132,59,14,34,45
1,2,8,25.4,23.2,22.0,100.6,0.017153453,83,1.142572199,69.1,3,120,10,457,245,102,181,143
1,2,9,28.0,24.7,23.2,100.6,0.018444176,77,1.130424796,75.1,3,120,9,757,405,169,234,237
1,2,10,29.7,25.2,23.3,100.6,0.018555316,70,1.123884294,77.1,5,130,9,1010,737,587,685,150
1,2,11,30.5,24.6,22.1,100.6,0.017227697,62,1.123251469,74.5,4,120,6,1197,970,810,849,160
1,2,12,30.7,25.1,22.8,100.6,0.017966834,64,1.121215599,76.6,4,90,4,1306,1091,911,913,180
1,2,13,32.0,25.4,22.7,100.5,0.017942894,59,1.115370943,77.9,5,110,3,1331,1111,928,942,183
1,2,14,31.2,25.6,23.3,100.4,0.018640238,64,1.11597388,78.9,5,100,3,1268,1027,858,937,169
1,2,15,30.6,24.3,21.6,100.4,0.016739817,60,1.121505318,73.4,6,120,4,1123,910,760,953,150
1,2,16,30.4,23.8,20.9,100.3,0.016046432,58,1.122344895,71.4,7,120,4,905,661,527,815,134
1,2,17,27.6,24.8,23.5,100.3,0.018839075,80,1.127857265,75.7,5,100,6,629,459,366,745,93
1,2,18,28.0,24.4,22.8,100.4,0.017995044,75,1.128969195,73.9,6,110,6,315,168,70,177,98
1,2,19,26.4,24.2,23.1,100.4,0.018346653,84,1.134376159,73.2,5,130,9,33,18,7,17,10
1,2,20,25.6,23.4,22.2,100.5,0.017397765,83,1.14023643,69.9,3,100,9,0,0,0,0,0
1,2,21,25.6,23.1,21.8,100.5,0.01693378,81,1.141064495,68.7,2,110,9,0,0,0,0,0
1,2,22,26.0,23.4,22.1,100.5,0.017229371,81,1.139011784,69.9,3,110,5,0,0,0,0,0
1,2,23,26.0,23.5,22.2,100.5,0.017385294,81,1.138734006,70.3,2,120,5,0,0,0,0,0
1,2,24,25.6,23.2,21.9,100.5,0.017087777,82,1.140789526,69.1,3,130,4,0,0,0,0,0
1,3,1,25.8,23.2,21.9,100.5,0.017003642,81,1.140176438,69.1,3,120,5,0,0,0,0,0
1,3,2,24.6,22.7,21.6,100.5,0.016744482,85,1.145236103,67.2,3,130,10,0,0,0,0,0
1,3,3,24.2,22.6,21.6,100.4,0.01677955,87,1.145572725,66.9,3,120,5,0,0,0,0,0
1,3,4,23.4,22.4,21.7,100.4,0.01681559,92,1.148598319,66.2,3,190,5,0,0,0,0,0
1,3,5,23.0,22.2,21.6,100.4,0.016685736,93,1.150383546,65.4,3,190,3,0,0,0,0,0
1,3,6,22.8,22.0,21.4,100.5,0.01645698,93,1.152720424,64.6,2,180,4,0,0,0,0,0
1,3,7,22.4,21.8,21.2,100.5,0.016332016,95,1.154506508,63.9,3,190,8,130,69,29,68,41
1,3,8,24.2,22.4,21.4,100.6,0.016444106,86,1.148457867,66.0,3,180,9,455,332,265,473,67
1,3,9,26.0,23.6,22.4,100.6,0.01752293,82,1.139621744,70.6,5,160,6,756,552,440,612,112
1,3,10,29.0,24.0,21.8,100.6,0.016892493,66,1.129420048,72.1,5,130,6,1008,540,224,262,315
1,3,11,29.5,24.5,22.3,100.6,0.017485609,67,1.126508315,74.2,5,110,9,1196,538,131,137,408
1,3,12,29.5,24.8,22.8,100.6,0.017975917,69,1.125645215,75.4,4,120,10,1306,588,143,143,445
1,3,13,29.5,24.8,22.8,100.5,0.017996348,69,1.124490383,75.5,5,100,10,1331,712,296,301,416
1,3,14,29.4,24.6,22.5,100.4,0.017730816,68,1.124209242,74.7,5,110,9,1269,984,819,895,165
1,3,15,29.2,24.5,22.4,100.4,0.017651995,68,1.125091518,74.3,5,110,5,1125,872,725,911,146
1,3,16,29.2,24.5,22.4,100.3,0.017672123,68,1.123935541,74.3,5,110,5,907,735,614,951,121
1,3,17,29.8,24.7,22.5,100.3,0.017746467,66,1.1215792,75.1,6,120,4,632,490,407,813,82
1,3,18,28.1,24.6,23.0,100.4,0.018278691,75,1.128094436,74.7,3,110,5,317,246,204,334,41
1,3,19,27.3,24.2,22.7,100.4,0.017966983,78,1.131649133,73.1,3,100,5,34,29,24,56,5
1,3,20,26.4,24.0,22.8,100.5,0.018006334,82,1.136109844,72.3,3,100,3,0,0,0,0,0
1,3,21,26.0,23.3,21.9,100.5,0.017074118,80,1.139288502,69.5,3,110,0,0,0,0,0,0
1,3,22,25.8,23.0,21.6,100.6,0.016678141,79,1.141892639,68.3,4,120,0,0,0,0,0,0
1,3,23,25.4,22.8,21.4,100.6,0.016541735,80,1.143666828,67.5,3,110,0,0,0,0,0,0
1,3,24,25.2,22.7,21.4,100.6,0.016474435,81,1.144554127,67.2,3,100,0,0,0,0,0,0
1,4,1,25.0,22.6,21.3,100.5,0.016425517,82,1.144271082,66.8,2,100,0,0,0,0,0,0
1,4,2,25.0,23.4,22.5,100.5,0.017650542,88,1.142079525,69.9,2,110,0,0,0,0,0,0
1,4,3,24.4,23.0,22.1,100.4,0.017303627,89,1.14386421,68.4,2,100,0,0,0,0,0,0
1,4,4,24.0,22.6,21.7,100.3,0.016881536,89,1.145019168,67.0,2,130,0,0,0,0,0,0
1,4,5,23.6,22.3,21.5,100.4,0.016582185,90,1.148243756,65.8,2,130,0,0,0,0,0,0
1,4,6,22.6,21.8,21.2,100.4,0.016264944,93,1.152698915,63.9,2,150,4,0,0,0,0,0
1,4,7,22.4,21.5,20.8,100.5,0.01589696,93,1.15529394,62.8,3,160,4,128,93,74,175,19
1,4,8,24.4,22.4,21.3,100.6,0.016360094,84,1.147836974,66.0,3,160,6,453,242,101,180,142
1,4,9,27.6,23.8,22.0,100.6,0.01716415,73,1.134195247,71.4,3,120,9,754,403,168,234,236
1,4,10,29.8,24.5,22.2,100.6,0.017359411,65,1.125614921,74.1,4,90,9,1007,614,358,418,257
1,4,11,31.4,24.7,21.9,100.6,0.017012722,58,1.120308842,74.9,5,80,8,1196,873,696,729,177
1,4,12,31.4,24.7,21.9,100.5,0.017032994,58,1.119159709,75.0,6,90,6,1307,1091,911,913,180
1,4,13,31.8,25.0,22.2,100.5,0.017358717,58,1.117122278,76.2,5,120,3,1332,1032,859,873,173
1,4,14,31.2,24.8,22.1,100.4,0.017301401,60,1.118311091,75.4,8,120,5,1271,985,820,896,165
1,4,15,30.6,24.5,21.9,100.3,0.01708335,61,1.119785997,74.3,5,100,5,1127,687,400,503,287
1,4,16,30.2,24.3,21.8,100.3,0.016927611,62,1.121535879,73.5,4,100,8,909,555,323,501,232
1,4,17,29.5,24.3,22.0,100.3,0.017221752,66,1.123612583,73.5,5,110,8,634,463,369,753,94
1,4,18,28.5,24.1,22.1,100.3,0.017320801,70,1.127162805,72.7,5,110,6,319,195,113,289,81
1,4,19,27.2,23.8,22.2,100.4,0.01737086,76,1.133081417,71.5,4,110,8,35,27,23,54,5
1,4,20,26.7,23.6,22.1,100.4,0.017266167,77,1.135156715,70.7,5,110,5,0,0,0,0,0
1,4,21,26.5,23.5,22.0,100.5,0.017174847,78,1.137208217,70.3,4,100,8,0,0,0,0,0
1,4,22,26.1,23.6,22.3,100.6,0.017480811,81,1.139315957,70.6,4,100,8,0,0,0,0,0
1,4,23,26.0,23.6,22.4,100.6,0.01752293,82,1.139621744,70.6,3,100,8,0,0,0,0,0
1,4,24,26.0,23.5,22.2,100.5,0.017385294,81,1.138734006,70.3,3,100,6,0,0,0,0,0
1,5,1,25.7,23.4,22.2,100.4,0.017374416,83,1.13876229,70.0,4,100,4,0,0,0,0,0
1,5,2,25.6,23.3,22.1,100.4,0.017261077,83,1.139345442,69.6,4,100,0,0,0,0,0,0
1,5,3,25.3,23.4,22.4,100.4,0.01754289,85,1.139988126,70.0,3,90,0,0,0,0,0,0
1,5,4,25.1,23.2,22.1,100.3,0.017335314,85,1.139986393,69.2,3,90,0,0,0,0,0,0
1,5,5,24.9,23.1,22.1,100.4,0.017246727,86,1.142046945,68.8,2,90,0,0,0,0,0,0
1,5,6,24.5,23.0,22.1,100.4,0.017261517,88,1.143555238,68.4,2,120,4,0,0,0,0,0
1,5,7,25.0,24.0,23.3,100.5,0.018597382,92,1.14039138,72.4,2,140,9,125,97,81,194,16
1,5,8,26.6,24.6,23.6,100.5,0.018891905,85,1.133782922,74.8,4,100,5,451,329,262,478,67
1,5,9,29.0,24.9,23.1,100.6,0.018351624,72,1.126846377,75.9,4,100,6,752,549,438,619,112
1,5,10,29.8,25.0,22.9,100.6,0.018179883,68,1.12417223,76.2,5,100,6,1006,614,357,421,256
1,5,11,30.4,24.7,22.3,100.6,0.017432994,63,1.123260737,75.0,7,100,8,1195,729,425,448,304
1,5,12,28.4,24.4,22.6,100.6,0.017786587,72,1.130085707,73.8,5,90,8,1307,954,760,763,194
1,5,13,30.4,24.7,22.3,100.5,0.017453281,63,1.122108574,75.0,8,90,6,1333,973,775,786,198
1,5,14,30.2,24.7,22.4,100.5,0.017537413,64,1.122700666,75.0,7,100,6,1272,776,452,491,324
1,5,15,30.1,24.9,22.7,100.4,0.017929129,66,1.121266596,75.9,7,100,8,1128,604,251,312,353
1,5,16,29.6,24.9,22.9,100.4,0.018139798,69,1.122748763,75.9,5,120,9,912,665,530,810,135
1,5,17,29.0,24.8,23.0,100.3,0.018248102,71,1.123667665,75.6,4,120,6,636,493,410,816,83
1,5,18,27.7,24.4,22.9,100.3,0.01814155,77,1.128710988,74.0,6,100,5,322,249,207,346,42
1,5,19,26.6,24.3,23.1,100.4,0.018423662,83,1.133482958,73.6,3,80,5,36,29,25,59,5
1,5,20,26.2,24.0,22.9,100.4,0.018110188,84,1.135553407,72.4,4,70,4,0,0,0,0,0
1,5,21,26.0,24.0,22.9,100.5,0.018175081,85,1.137329074,72.3,2,90,3,0,0,0,0,0
1,5,22,26.0,24.0,22.9,100.5,0.018175081,85,1.137329074,72.3,4,80,3,0,0,0,0,0
1,5,23,25.7,23.8,22.8,100.5,0.017983628,86,1.138811372,71.5,3,60,0,0,0,0,0,0
1,5,24,25.4,23.6,22.6,100.5,0.017794743,86,1.14029228,70.7,3,80,0,0,0,0,0,0
1,6,1,25.4,23.6,22.6,100.5,0.017794743,86,1.14029228,70.7,4,70,0,0,0,0,0,0
1,6,2,25.5,23.6,22.6,100.4,0.017771591,85,1.138817436,70.8,2,90,0,0,0,0,0,0
1,6,3,25.4,23.5,22.5,100.4,0.017656919,85,1.139403121,70.4,3,90,0,0,0,0,0,0
1,6,4,25.0,23.5,22.6,100.4,0.017825542,88,1.140631049,70.4,2,90,4,0,0,0,0,0
1,6,5,25.0,23.5,22.6,100.5,0.017806652,88,1.141800849,70.3,2,90,5,0,0,0,0,0
1,6,6,24.7,23.2,22.3,100.5,0.017466691,88,1.14355855,69.2,2,90,5,0,0,0,0,0
1,6,7,25.4,23.5,22.5,100.6,0.017619188,85,1.1417402,70.3,3,90,10,123,55,13,32,42
1,6,8,27.0,24.2,22.8,100.7,0.018034403,80,1.13604533,73.0,5,100,10,448,202,49,90,153
1,6,9,28.4,24.4,22.6,100.7,0.0177667,72,1.131244218,73.7,4,100,10,750,338,82,116,256
1,6,10,28.6,25.1,23.5,100.7,0.018831859,76,1.128615283,76.7,5,100,10,1005,452,110,129,342
1,6,11,29.4,25.5,23.8,100.7,0.019166207,73,1.125043997,78.4,4,90,10,1195,729,424,447,304
1,6,12,29.8,25.0,22.9,100.7,0.018159235,68,1.125325995,76.2,5,80,8,1307,797,464,466,333
1,6,13,30.8,25.4,23.2,100.7,0.018406115,65,1.121191242,77.9,5,90,8,1334,974,776,786,198
1,6,14,30.4,25.0,22.7,100.6,0.017927075,65,1.122393437,76.2,5,90,6,1274,930,741,805,189
1,6,15,30.0,25.4,23.5,100.6,0.018764837,69,1.122404937,77.9,5,80,6,1130,915,764,950,151
1,6,16,29.4,25.4,23.7,100.5,0.019039498,73,1.123031497,78.0,4,70,4,914,557,325,496,233
1,6,17,29.0,25.2,23.5,100.5,0.018871828,74,1.124812439,77.2,5,100,8,639,390,227,457,163
1,6,18,27.7,24.0,22.3,100.5,0.017458596,74,1.132169607,72.2,7,100,8,324,173,72,184,101
1,6,19,26.7,24.2,23.0,100.6,0.018180604,82,1.135793207,73.0,5,90,9,37,17,4,10,13
1,6,20,26.6,24.0,22.7,100.6,0.017902552,81,1.136665839,72.2,5,110,10,0,0,0,0,0
1,6,21,26.5,24.0,22.7,100.6,0.017944715,81,1.136970251,72.2,8,90,10,0,0,0,0,0
1,6,22,26.5,24.0,22.7,100.6,0.017944715,81,1.136970251,72.2,5,100,10,0,0,0,0,0
1,6,23,26.5,24.1,22.9,100.6,0.018104511,82,1.136686403,72.6,7,90,10,0,0,0,0,0
1,6,24,26.5,24.0,22.7,100.6,0.017944715,81,1.136970251,72.2,5,90,10,0,0,0,0,0
1,7,1,26.3,24.2,23.1,100.6,0.018349422,84,1.137010531,73.1,3,90,10,0,0,0,0,0
1,7,2,26.0,24.0,22.9,100.5,0.018175081,85,1.137329074,72.3,3,100,10,0,0,0,0,0
1,7,3,26.0,24.0,22.9,100.5,0.018175081,85,1.137329074,72.3,5,70,5,0,0,0,0,0
1,7,4,26.0,24.0,22.9,100.5,0.018175081,85,1.137329074,72.3,3,120,5,0,0,0,0,0
1,7,5,25.8,23.7,22.6,100.5,0.01778346,84,1.138786633,71.1,4,90,5,0,0,0,0,0
1,7,6,25.6,23.6,22.5,100.6,0.017691468,85,1.140846927,70.7,3,120,4,0,0,0,0,0
1,7,7,25.7,23.5,22.3,100.6,0.017492794,83,1.140819512,70.3,3,100,6,121,54,13,32,41
1,7,8,27.0,24.0,22.6,100.7,0.017714559,78,1.136613358,72.2,3,80,10,446,201,49,89,152
1,7,9,29.0,25.3,23.7,100.7,0.018997668,75,1.126829599,77.5,4,90,10,749,337,82,116,255
1,7,10,29.2,25.4,23.7,100.8,0.019060444,74,1.127092088,77.9,3,100,10,1004,452,110,129,342
1,7,11,29.1,25.8,24.3,100.7,0.019805117,77,1.125039529,79.7,6,90,10,1194,639,266,280,373
1,7,12,29.6,25.3,23.5,100.7,0.018744219,71,1.125041271,77.5,7,100,9,1307,699,291,292,408
1,7,13,31.8,25.9,23.5,100.7,0.018835521,63,1.116765749,80.0,6,110,9,1335,714,297,301,417
1,7,14,30.4,25.6,23.6,100.7,0.018913454,68,1.121779946,78.7,5,100,9,1275,574,139,151,434
1,7,15,29.4,25.4,23.7,100.6,0.019018264,73,1.124186183,78.0,5,110,10,1132,509,124,154,386
1,7,16,29.6,25.4,23.6,100.5,0.018954995,72,1.12243758,78.0,4,100,10,916,412,100,153,312
1,7,17,28.2,25.0,23.5,100.6,0.018855132,77,1.128950102,76.3,5,110,10,641,288,70,141,218
1,7,18,27.4,24.2,22.7,100.6,0.017885412,77,1.133670643,73.0,4,100,10,326,147,36,91,111
1,7,19,26.6,24.0,22.7,100.6,0.017902552,81,1.136665839,72.2,4,90,10,38,17,4,10,13
1,7,20,26.5,24.0,22.7,100.6,0.017944715,81,1.136970251,72.2,4,100,10,0,0,0,0,0
1,7,21,26.4,23.9,22.6,100.7,0.017808474,81,1.138722817,71.8,5,90,10,0,0,0,0,0
1,7,22,26.3,23.8,22.5,100.7,0.017692297,81,1.139309977,71.4,4,120,10,0,0,0,0,0
1,7,23,26.3,23.7,22.4,100.7,0.017534646,81,1.13959084,71.0,3,100,10,0,0,0,0,0
1,7,24,26.1,23.6,22.3,100.7,0.017461891,81,1.140482222,70.6,3,120,8,0,0,0,0,0
1,8,1,26.1,23.2,21.8,100.6,0.016859012,79,1.140424905,69.1,4,120,8,0,0,0,0,0
1,8,2,26.1,23.2,21.8,100.6,0.016859012,79,1.140424905,69.1,3,100,9,0,0,0,0,0
1,8,3,26.0,23.2,21.8,100.5,0.016919532,79,1.139564166,69.1,4,110,9,0,0,0,0,0
1,8,4,26.0,23.2,21.8,100.4,0.016938046,79,1.138397282,69.2,3,100,9,0,0,0,0,0
1,8,5,25.9,23.1,21.7,100.4,0.016826039,79,1.138977629,68.8,3,100,8,0,0,0,0,0
1,8,6,25.8,23.0,21.6,100.4,0.016714661,79,1.139557311,68.4,3,110,8,0,0,0,0,0
1,8,7,25.6,23.1,21.8,100.5,0.01693378,81,1.141064495,68.7,3,120,10,119,53,13,31,40
1,8,8,26.0,23.8,22.6,100.6,0.017837911,83,1.1390607,71.4,0,0,10,444,238,99,181,139
1,8,9,28.0,24.3,22.6,100.7,0.017773768,74,1.132734268,73.4,4,110,9,747,336,82,116,255
1,8,10,29.6,24.8,22.7,100.7,0.017913399,68,1.126502021,75.4,3,110,10,1003,451,110,129,342
1,8,11,30.1,25.0,22.8,100.7,0.018032807,66,1.124434809,76.2,5,100,10,1194,537,130,137,407
1,8,12,28.6,24.9,23.2,100.6,0.018520408,74,1.128042781,75.9,4,110,10,1307,588,143,143,445
1,8,13,28.0,25.0,23.6,100.6,0.01893965,79,1.129550885,76.3,4,120,10,1335,601,146,148,455
1,8,14,28.6,25.1,23.5,100.5,0.018873501,76,1.126300551,76.8,3,110,10,1276,574,139,152,435
1,8,15,28.1,25.5,24.3,100.4,0.019780479,81,1.125454524,78.6,3,90,10,1134,510,124,154,386
1,8,16,24.6,24.4,24.0,100.4,0.019431825,98,1.139303018,74.1,4,90,10,918,413,100,154,313
1,8,17,25.0,24.0,23.3,100.4,0.018616892,92,1.139221964,72.4,3,100,10,643,289,70,142,219
1,8,18,24.2,23.6,23.0,100.4,0.018320144,95,1.142816369,70.8,1,120,10,328,148,36,92,112
1,8,19,23.4,23.0,22.5,100.4,0.017725061,97,1.146965321,68.5,2,100,10,39,18,4,10,13
1,8,20,23.6,23.4,23.0,100.5,0.018241225,98,1.146408899,70.0,2,130,10,0,0,0,0,0
1,8,21,24.0,23.5,23.0,100.5,0.018228631,96,1.144888215,70.4,3,150,10,0,0,0,0,0
1,8,22,24.2,23.6,23.0,100.5,0.01830112,95,1.143988622,70.8,2,130,10,0,0,0,0,0
1,8,23,24.0,23.6,23.1,100.5,0.018385603,97,1.144607565,70.8,2,140,10,0,0,0,0,0
1,8,24,24.0,23.5,23.0,100.5,0.018228631,96,1.144888215,70.4,2,130,10,0,0,0,0,0
1,9,1,23.6,23.4,23.0,100.5,0.018241225,98,1.146408899,70.0,0,0,10,0,0,0,0,0
1,9,2,23.6,23.3,22.9,100.4,0.018104192,98,1.145513385,69.6,3,160,10,0,0,0,0,0
1,9,3,23.4,23.0,22.5,100.3,0.01774341,97,1.14579006,68.5,2,170,10,0,0,0,0,0
1,9,4,23.4,23.0,22.5,100.3,0.01774341,97,1.14579006,68.5,3,180,10,0,0,0,0,0
1,9,5,23.1,22.8,22.4,100.3,0.017563864,98,1.147272356,67.8,3,180,10,0,0,0,0,0
1,9,6,23.2,23.0,22.6,100.4,0.017809423,98,1.14758804,68.5,3,180,10,0,0,0,0,0
1,9,7,23.2,23.0,22.6,100.4,0.017809423,98,1.14758804,68.5,0,0,10,117,53,13,31,40
1,9,8,23.7,23.2,22.7,100.4,0.017906843,96,1.145480674,69.3,1,200,10,442,199,48,89,151
1,9,9,24.5,23.7,23.1,100.5,0.018331997,94,1.14278049,71.2,0,0,10,745,335,81,116,254
1,9,10,26.3,25.0,24.2,100.5,0.019679807,90,1.133525181,76.5,0,0,10,1002,451,109,129,341
1,9,11,27.8,24.5,23.0,100.5,0.018221855,77,1.13044404,74.3,3,100,10,1193,537,130,137,407
1,9,12,28.4,24.7,23.0,100.5,0.018295714,74,1.128064629,75.1,2,90,10,1308,588,143,143,446
1,9,13,29.0,25.0,23.2,100.5,0.018538011,73,1.125398665,76.3,3,100,10,1336,715,297,301,418
1,9,14,28.5,25.0,23.4,100.4,0.018769865,76,1.125734915,76.4,5,90,9,1278,684,284,309,399
1,9,15,28.5,25.0,23.4,100.3,0.01879066,76,1.124577166,76.5,5,100,9,1136,608,253,315,355
1,9,16,28.4,24.7,23.0,100.3,0.018336472,74,1.125748061,75.2,4,110,9,920,414,101,154,314
1,9,17,27.5,24.2,22.7,100.3,0.017902447,76,1.129883886,73.2,5,110,10,645,290,71,143,220
1,9,18,26.5,24.0,22.7,100.3,0.01800318,82,1.133476124,72.4,3,120,10,330,149,36,94,113
1,9,19,26.4,24.0,22.8,100.3,0.018045354,82,1.133779801,72.4,3,110,10,40,18,4,11,14
1,9,20,26.0,23.5,22.2,100.3,0.017423086,81,1.136400697,70.4,3,110,10,0,0,0,0,0
1,9,21,25.8,23.2,21.9,100.4,0.017022159,81,1.139008927,69.2,3,100,10,0,0,0,0,0
1,9,22,26.0,23.6,22.4,100.4,0.017560889,82,1.137288587,70.7,3,110,10,0,0,0,0,0
1,9,23,26.0,23.5,22.2,100.4,0.01740417,81,1.137567351,70.3,4,100,9,0,0,0,0,0
1,9,24,25.9,23.5,22.3,100.4,0.01744628,82,1.137872804,70.3,4,110,10,0,0,0,0,0
1,10,1,25.5,23.2,22.0,100.4,0.017148375,83,1.139927922,69.2,2,90,10,0,0,0,0,0
1,10,2,25.2,23.0,21.8,100.3,0.01698525,83,1.140228651,68.5,1,110,10,0,0,0,0,0
1,10,3,25.0,23.2,22.2,100.3,0.017377424,86,1.140293636,69.2,0,0,9,0,0,0,0,0
1,10,4,25.0,23.1,22.0,100.3,0.017223077,85,1.140568986,68.9,0,0,9,0,0,0,0,0
1,10,5,24.8,23.0,22.0,100.3,0.017153556,86,1.141458746,68.5,0,0,10,0,0,0,0,0
1,10,6,24.0,22.7,21.9,100.3,0.017032792,90,1.144748134,67.3,0,0,8,0,0,0,0,0
1,10,7,23.7,22.4,21.6,100.4,0.016689425,90,1.147664205,66.2,0,0,5,115,70,41,100,29
1,10,8,25.6,23.3,22.1,100.5,0.017242438,83,1.140513506,69.5,3,160,8,440,321,256,472,65
1,10,9,29.0,23.6,21.2,100.5,0.016280973,64,1.129378409,70.6,4,100,6,744,398,165,235,232
1,10,10,29.4,24.0,21.6,100.5,0.016743904,64,1.127067786,72.2,7,100,9,1001,610,356,420,255
1,10,11,29.7,24.2,21.8,100.6,0.016917637,64,1.126765188,72.9,5,100,8,1193,728,424,447,304
1,10,12,31.6,24.2,21.0,100.5,0.016140264,55,1.119989939,72.9,5,120,8,1308,955,761,763,194
1,10,13,30.9,23.2,19.7,100.5,0.014866547,52,1.12481366,68.9,7,110,6,1337,1143,955,967,189
1,10,14,30.5,23.4,20.2,100.4,0.015360449,55,1.124302729,69.8,7,120,1,1279,1094,913,993,180
1,10,15,29.8,23.4,20.5,100.3,0.015672009,59,1.125228075,69.8,8,90,1,1138,967,807,1005,160
1,10,16,29.7,24.0,21.5,100.3,0.016656892,63,1.123863729,72.3,6,90,0,922,784,655,958,129
1,10,17,28.8,23.7,21.4,100.3,0.016559814,66,1.127384921,71.1,4,120,0,648,550,460,824,91
1,10,18,27.5,24.0,22.4,100.4,0.017562269,75,1.131611995,72.3,3,120,0,333,283,236,373,47
1,10,19,26.4,23.5,22.1,100.4,0.017235795,79,1.136347567,70.3,5,100,0,41,34,28,69,6
1,10,20,26.1,23.4,22.0,100.5,0.017187288,80,1.138706131,69.9,5,100,4,0,0,0,0,0
1,10,21,26.0,23.4,22.1,100.5,0.017229371,81,1.139011784,69.9,5,110,4,0,0,0,0,0
1,10,22,25.8,23.1,21.7,100.5,0.016849682,80,1.140451229,68.7,5,110,4,0,0,0,0,0
1,10,23,25.8,23.1,21.7,100.6,0.016831323,80,1.141618817,68.7,4,100,4,0,0,0,0,0
1,10,24,25.9,23.1,21.7,100.6,0.016789284,79,1.141312177,68.7,3,90,3,0,0,0,0,0
1,11,1,25.6,23.1,21.8,100.5,0.01693378,81,1.141064495,68.7,4,100,0,0,0,0,0,0
