Localização,Latitude {N+/S-},Longitude {E+/W-},Zona Horaria {+/- GMT},Elevação {m},,,,,,,,,,,,,,
1,3,5,20.8,20.3,19.8,100.5,0.014879551,96,1.163438032,58.6,2,180,10,0,0,0,0,0
1,3,6,20.4,19.9,19.4,100.5,0.014502127,96,1.165714222,57.2,0,0,9,61,24,4,9,20
1,3,7,20.3,19.6,19.0,100.5,0.014141134,94,1.166773238,56.2,2,20,9,334,132,20,47,112
1,3,8,21.2,20.3,19.6,100.5,0.014712194,92,1.16216241,58.6,0,0,9,619,244,37,67,207
1,3,9,22.0,20.6,19.7,100.6,0.014775966,88,1.160049437,59.5,8,200,10,880,273,16,22,257
1,3,10,17.0,16.4,15.8,100.6,0.011491715,94,1.186158014,46.1,10,180,10,1101,341,20,23,321
1,3,11,16.5,16.1,15.6,100.8,0.011324904,96,1.190881422,45.2,7,180,10,1264,392,23,24,369
1,3,12,16.7,16.2,15.6,100.8,0.011358362,95,1.189996831,45.4,5,160,10,1360,422,25,25,397
1,3,13,17.0,16.3,15.6,100.9,0.01133907,93,1.189982017,45.7,3,120,10,1382,428,25,26,403
1,3,14,17.4,16.4,15.6,100.8,0.011302278,91,1.187234997,46.0,4,150,10,1328,412,24,26,387
1,3,15,18.8,17.4,16.4,100.8,0.011918107,87,1.180393915,49.0,3,150,10,1202,373,22,27,351
1,3,16,19.6,17.7,16.4,100.8,0.011954006,83,1.177101581,49.9,3,170,9,1012,400,61,95,339
1,3,17,20.2,17.6,15.9,100.8,0.011582242,78,1.175383316,49.6,3,180,9,773,305,47,95,259
1,3,18,21.0,16.5,13.6,100.8,0.009932228,64,1.175247431,46.2,5,190,6,499,294,158,402,136
1,3,19,21.6,16.9,13.9,100.8,0.01015747,63,1.172437153,47.4,4,140,4,209,140,99,56,41
1,3,20,20.7,16.7,14.1,100.8,0.010291441,67,1.175778885,46.8,3,150,4,7,5,3,0,1
1,3,21,19.8,17.4,15.8,100.9,0.011490902,79,1.178325736,48.9,0,0,3,0,0,0,0,0
1,3,22,18.2,16.9,15.9,101.0,0.01153874,88,1.185881392,47.4,1,120,1,0,0,0,0,0
1,3,23,17.5,16.7,16.0,101.0,0.011590879,92,1.188639635,46.9,0,0,0,0,0,0,0,0
1,3,24,16.5,16.0,15.4,101.1,0.011174557,95,1.194709342,44.8,0,0,0,0,0,0,0,0
1,4,1,14.8,14.4,13.9,101.0,0.010095993,96,1.202622662,40.3,0,0,0,0,0,0,0,0
1,4,2,14.5,14.2,13.7,100.9,0.010013353,97,1.202842229,39.8,0,0,0,0,0,0,0,0
1,4,3,14.2,14.0,13.6,100.9,0.009921925,98,1.204272245,39.3,0,0,0,0,0,0,0,0
1,4,4,14.0,14.0,13.7,100.9,0.010004425,100,1.204953702,39.3,0,0,10,0,0,0,0,0
1,4,5,13.8,13.6,13.2,100.9,0.009661214,98,1.206448732,38.2,0,0,0,0,0,0,0,0
1,4,6,13.3,13.1,12.7,100.9,0.009343901,98,1.209162045,36.9,1,320,0,59,42,32,82,10
1,4,7,12.5,12.3,11.9,100.9,0.008855431,98,1.213487383,34.8,0,0,0,330,235,181,426,54
1,4,8,14.5,14.1,13.6,101.0,0.00989545,96,1.20425901,39.5,2,330,0,616,437,337,603,100
1,4,9,17.0,16.3,15.6,101.0,0.011327346,93,1.191183435,45.7,2,300,0,878,623,481,669,143
1,4,10,19.0,17.9,17.0,101.0,0.012424748,90,1.180982375,50.5,2,300,0,1099,780,601,702,179
1,4,11,21.5,19.5,18.3,101.0,0.013434943,83,1.169100507,55.6,2,320,0,1263,897,691,725,205
1,4,12,23.6,20.4,18.6,100.9,0.013785694,75,1.159038037,58.7,2,300,0,1359,965,744,746,221
1,4,13,25.2,20.7,18.3,100.9,0.013532099,67,1.153282347,59.7,1,300,0,1382,981,756,768,225
1,4,14,26.3,20.0,16.6,100.8,0.012135603,56,1.150435135,57.2,2,40,0,1328,943,727,795,216
1,4,15,27.2,18.8,14.0,100.7,0.010205526,45,1.14934834,53.2,2,120,0,1203,854,658,827,196
1,4,16,28.1,19.0,13.8,100.7,0.010091226,42,1.146121827,53.8,4,120,0,1013,720,555,861,165
1,4,17,28.3,18.8,13.3,100.6,0.009766409,40,1.144812344,53.2,3,120,0,774,549,424,865,126
1,4,18,28.5,18.5,12.6,100.5,0.009317064,38,1.143729601,52.3,4,90,0,500,355,274,698,81
1,4,19,28.1,18.6,13.0,100.5,0.009607957,40,1.144720764,52.6,4,100,0,210,149,115,56,34
1,4,20,26.0,17.3,11.8,100.5,0.008863584,42,1.154116816,48.6,5,100,0,7,5,4,0,1
1,4,21,23.7,17.1,13.0,100.6,0.009555889,52,1.162939942,48.0,4,120,0,0,0,0,0,0
1,4,22,20.8,17.4,15.3,100.6,0.01111482,72,1.171521144,49.0,4,120,0,0,0,0,0,0
1,4,23,19.6,17.1,15.5,100.6,0.011248003,78,1.176075865,48.1,3,120,0,0,0,0,0,0
1,4,24,19.0,17.2,16.0,100.6,0.01161732,84,1.177804277,48.5,3,110,0,0,0,0,0,0
1,5,1,18.6,17.5,16.6,100.6,0.0121488,90,1.178430568,49.4,3,120,0,0,0,0,0,0
1,5,2,18.3,17.7,17.1,100.6,0.012519721,94,1.178953952,50.0,3,110,0,0,0,0,0,0
1,5,3,17.5,17.0,16.4,100.6,0.011998047,95,1.183171765,47.9,0,0,0,0,0,0,0,0
1,5,4,17.2,17.0,16.6,100.5,0.012134976,98,1.182961424,47.9,1,90,0,0,0,0,0,0
1,5,5,16.5,16.4,16.1,100.5,0.011710906,99,1.186613873,46.1,0,0,0,0,0,0,0,0
1,5,6,15.6,15.6,15.3,100.5,0.011156313,100,1.191355078,43.8,0,0,0,57,40,31,79,9
1,5,7,15.7,15.7,15.4,100.6,0.011217943,100,1.192011616,44.1,1,90,0,327,232,179,429,53
1,5,8,17.8,17.8,17.5,100.7,0.01283862,100,1.181560067,50.3,0,0,0,613,435,336,612,100
1,5,9,22.9,20.6,19.3,100.7,0.014384154,82,1.158385278,59.5,0,0,0,876,622,479,678,142
1,5,10,24.1,21.1,19.5,100.7,0.014581867,77,1.153350527,61.2,3,340,0,1097,779,600,708,178
1,5,11,25.9,21.8,19.7,100.7,0.014831507,70,1.145959022,63.7,3,340,0,1261,896,690,728,205
1,5,12,28.5,22.9,20.3,100.7,0.015375692,62,1.135111678,67.7,4,330,0,1358,964,744,746,221
1,5,13,30.0,23.2,20.1,100.7,0.015205712,57,1.129796412,68.9,3,270,0,1381,981,756,766,225
1,5,14,31.1,23.3,19.8,100.6,0.014918182,52,1.125101516,69.2,0,0,1,1328,950,739,802,211
1,5,15,32.5,23.6,19.7,100.5,0.014816918,48,1.119012752,70.4,5,270,1,1203,860,669,831,191
1,5,16,32.5,23.5,19.5,100.5,0.014661531,47,1.119285877,70.0,4,330,1,1014,725,564,862,161
1,5,17,32.5,23.5,19.5,100.4,0.014680318,47,1.118139164,70.1,3,270,3,775,538,403,809,136
1,5,18,33.0,23.7,19.6,100.3,0.014802434,46,1.114987302,70.9,0,0,3,501,348,260,662,88
1,5,19,32.7,23.4,19.3,100.3,0.01446082,46,1.116680039,69.7,5,150,9,211,83,13,30,71
1,5,20,28.3,21.1,17.5,100.5,0.012864437,53,1.138093144,61.1,5,120,8,8,4,1,2,3
1,5,21,26.5,20.8,17.9,100.5,0.013192727,60,1.14433791,60.1,5,120,3,0,0,0,0,0
1,5,22,25.5,20.5,17.9,100.5,0.013193416,64,1.148168366,59.1,4,120,3,0,0,0,0,0
1,5,23,24.8,21.4,19.6,100.5,0.014748254,74,1.148055486,62.3,4,120,1,0,0,0,0,0
1,5,24,23.6,22.0,21.0,100.6,0.016103834,87,1.151393628,64.6,3,110,1,0,0,0,0,0
1,6,1,23.0,22.2,21.6,100.5,0.016668346,93,1.151560703,65.4,3,110,0,0,0,0,0,0
1,6,2,21.8,21.2,20.6,100.5,0.015718956,95,1.157967233,61.7,3,110,0,0,0,0,0,0
1,6,3,22.8,22.3,21.8,100.5,0.016901147,96,1.151919009,65.8,3,120,0,0,0,0,0,0
1,6,4,20.6,20.4,20.0,100.3,0.015131893,98,1.161453076,59.0,2,100,0,0,0,0,0,0
1,6,5,20.4,20.2,19.8,100.3,0.01494055,98,1.162593558,58.3,3,90,4,0,0,0,0,0
1,6,6,20.0,19.8,19.4,100.3,0.014564361,98,1.164867932,57.0,1,110,0,55,39,30,76,9
1,6,7,20.8,20.6,20.2,100.3,0.015325431,98,1.160310357,59.7,3,100,4,324,217,153,368,64
1,6,8,23.5,22.1,21.2,100.3,0.016344817,89,1.147913487,65.1,0,0,9,610,241,37,67,204
1,6,9,24.6,22.8,21.8,100.3,0.016932199,86,1.142621211,67.7,2,70,10,873,271,16,22,255
1,6,10,28.2,24.6,23.0,100.3,0.018256782,75,1.126635415,74.8,5,360,10,1095,339,20,23,319
1,6,11,28.5,23.8,21.7,100.2,0.016862778,68,1.126846351,71.5,4,350,10,1260,391,23,24,368
1,6,12,28.3,24.0,22.1,100.2,0.017264655,70,1.126885064,72.4,5,280,10,1358,421,25,25,396
1,6,13,26.5,23.3,21.7,100.3,0.016901151,77,1.135431335,69.6,5,280,10,1381,428,25,25,403
1,6,14,22.5,21.2,20.3,100.3,0.015458113,89,1.153398392,61.8,3,270,10,1329,412,24,26,388
1,6,15,22.5,21.1,20.2,100.3,0.01531593,88,1.153655723,61.4,4,210,10,1204,373,22,27,351
1,6,16,19.8,19.4,18.9,100.2,0.014127724,96,1.165300373,55.6,5,180,10,1015,315,18,28,296
1,6,17,20.3,19.7,19.1,100.0,0.014349145,95,1.160588876,56.7,5,170,10,776,240,14,28,226
1,6,18,19.2,19.1,18.8,100.3,0.013968155,99,1.169150611,54.6,3,200,10,502,156,9,23,146
1,6,19,20.2,20.0,19.6,100.4,0.014736254,98,1.164919758,57.6,3,270,10,212,66,4,9,62
1,6,20,20.0,19.8,19.4,100.5,0.01453453,98,1.167245402,56.9,3,270,10,8,2,0,0,2
1,6,21,20.2,20.0,19.6,100.6,0.014706095,98,1.167295607,57.5,5,300,10,0,0,0,0,0
1,6,22,20.0,19.8,19.4,100.7,0.01450482,98,1.169622872,56.8,4,300,10,0,0,0,0,0
1,6,23,19.0,18.6,18.1,100.8,0.013334058,96,1.176956799,52.8,4,300,4,0,0,0,0,0
1,6,24,18.5,17.6,16.8,100.9,0.012274744,92,1.182115252,49.6,5,210,10,0,0,0,0,0
1,7,1,18.0,17.6,17.1,101.0,0.012469741,96,1.184954603,49.6,5,210,6,0,0,0,0,0
1,7,2,17.4,16.7,16.0,101.0,0.011632338,93,1.188970931,46.9,4,220,1,0,0,0,0,0
1,7,3,17.1,15.8,14.8,101.0,0.010707832,88,1.191939037,44.2,8,210,0,0,0,0,0,0
1,7,4,16.8,15.5,14.5,101.0,0.010490336,88,1.19358261,43.4,5,210,0,0,0,0,0,0
1,7,5,16.6,16.0,15.4,101.1,0.011133154,94,1.194375122,44.8,3,210,0,0,0,0,0,0
1,7,6,14.2,13.8,13.3,101.1,0.009688522,96,1.207105177,38.7,2,330,0,52,37,29,74,9
1,7,7,13.2,13.2,12.9,101.2,0.009460416,100,1.212956835,37.1,0,0,0,321,228,176,424,52
1,7,8,17.3,14.8,13.0,101.4,0.009460766,77,1.198197348,41.3,3,270,0,607,431,332,609,99
1,7,9,18.6,14.4,11.3,101.5,0.008480995,64,1.195890357,40.1,3,270,1,870,622,484,686,138
1,7,10,19.2,14.4,10.9,101.5,0.008234898,60,1.193902033,40.1,3,210,1,1093,781,608,717,173
1,7,11,19.4,14.6,11.1,101.6,0.008358792,60,1.194026544,40.6,4,230,1,1258,900,700,738,200
1,7,12,19.7,14.2,10.1,101.5,0.007815547,55,1.192657235,39.5,4,250,1,1357,970,755,757,215
1,7,13,20.8,14.0,8.8,101.5,0.00715312,47,1.18944525,39.0,5,240,1,1381,987,768,778,219
1,7,14,21.8,14.4,8.8,101.5,0.007170958,44,1.185378939,40.0,2,320,0,1329,943,727,790,216
1,7,15,22.5,14.3,8.0,101.4,0.006788292,40,1.182126276,39.8,2,130,0,1204,855,659,820,196
1,7,16,23.7,14.7,7.9,101.4,0.006729397,37,1.177457886,40.8,0,0,3,1016,706,528,809,178
1,7,17,24.0,15.1,8.6,101.4,0.007043826,38,1.175681145,41.9,3,110,4,777,520,367,740,154
1,7,18,24.0,15.1,8.6,101.3,0.007054501,38,1.174501764,41.9,4,130,6,503,297,160,409,137
1,7,19,21.6,13.9,7.9,101.3,0.006740762,42,1.18465601,38.7,7,160,5,212,135,86,64,49
1,7,20,20.9,13.5,7.6,101.3,0.006607508,43,1.187727877,37.7,4,130,5,8,5,3,6,2
1,7,21,18.4,13.4,9.5,101.4,0.007514907,57,1.19736652,37.4,4,130,4,0,0,0,0,0
1,7,22,17.6,15.4,13.8,101.4,0.010003296,80,1.195933473,42.9,3,100,4,0,0,0,0,0
1,7,23,17.0,16.3,15.6,101.5,0.011269084,93,1.197190523,45.5,3,100,3,0,0,0,0,0
1,7,24,16.4,15.8,15.2,101.6,0.010929784,94,1.201497045,44.1,3,120,5,0,0,0,0,0
1,8,1,16.2,15.6,15.0,101.5,0.010796181,94,1.201397743,43.5,2,140,3,0,0,0,0,0
1,8,2,16.0,15.5,14.9,101.4,0.010776771,95,1.20108111,43.3,5,120,5,0,0,0,0,0
1,8,3,16.0,15.4,14.8,101.4,0.010663992,94,1.201295226,43.0,3,120,0,0,0,0,0,0
1,8,4,15.5,15.3,14.9,101.3,0.010769251,98,1.20198936,42.7,3,120,0,0,0,0,0,0
1,8,5,15.0,14.8,14.4,101.3,0.010419862,98,1.204740303,41.3,2,90,0,0,0,0,0,0
1,8,6,14.2,14.2,13.9,101.3,0.010096469,100,1.20871249,39.7,1,90,9,50,20,3,8,17
1,8,7,16.0,15.6,15.1,101.3,0.010901099,96,1.199660891,43.6,2,90,9,317,125,19,46,106
1,8,8,17.5,16.7,16.0,101.3,0.011554917,92,1.192237923,46.8,0,0,9,604,239,36,67,202
1,8,9,20.0,18.2,17.0,101.3,0.012344273,84,1.180599448,51.3,4,120,10,868,269,16,22,253
1,8,10,21.5,18.4,16.5,101.4,0.011959682,75,1.176462087,51.9,3,120,10,1090,338,20,23,318
1,8,11,23.8,19.2,16.6,101.4,0.012028933,65,1.167222395,54.4,2,100,4,1257,842,594,626,249
1,8,12,26.5,21.1,18.3,101.3,0.013484983,62,1.152916577,60.9,0,0,3,1356,942,705,707,237
1,8,13,27.7,21.8,18.9,101.3,0.013979948,60,1.147424192,63.4,1,90,1,1380,987,768,778,219
1,8,14,28.2,22.3,19.5,101.2,0.01451666,60,1.143424565,65.2,1,310,5,1329,844,536,583,307
1,8,15,27.8,22.2,19.5,101.2,0.014536671,62,1.144908324,64.9,4,270,5,1205,765,486,605,279
1,8,16,27.6,21.9,19.1,101.1,0.01419956,61,1.145144109,63.8,3,300,5,1017,646,411,629,235
1,8,17,27.2,21.7,19.0,101.1,0.014077573,62,1.146889106,63.1,4,140,5,778,494,314,635,180
1,8,18,26.8,21.7,19.2,101.0,0.014260989,64,1.146951878,63.2,5,140,5,503,320,203,524,116
1,8,19,25.5,21.1,18.8,101.1,0.013933429,68,1.153678976,61.0,5,140,3,213,148,111,64,37
1,8,20,24.5,20.9,19.0,101.1,0.014070478,73,1.157305513,60.3,7,140,1,8,6,4,8,1
1,8,21,22.1,20.4,19.3,101.2,0.014365909,86,1.16732472,58.6,7,140,0,0,0,0,0,0
1,8,22,21.1,20.3,19.6,101.2,0.014647203,93,1.170774292,58.3,4,120,0,0,0,0,0,0
1,8,23,20.6,20.1,19.6,101.2,0.014584292,96,1.172883005,57.6,5,120,0,0,0,0,0,0
1,8,24,20.2,20.0,19.6,101.3,0.014601498,98,1.175611081,57.3,3,110,0,0,0,0,0,0
1,9,1,19.9,19.8,19.4,101.3,0.014458221,99,1.177079505,56.6,1,130,0,0,0,0,0,0
1,9,2,19.1,19.0,18.7,101.3,0.013738626,99,1.181637677,53.9,0,0,0,0,0,0,0,0
1,9,3,18.5,18.5,18.2,101.2,0.013360525,100,1.183603716,52.4,0,0,0,0,0,0,0,0
1,9,4,18.3,18.3,18.0,101.2,0.013190489,100,1.184733008,51.7,0,0,0,0,0,0,0,0
1,9,5,16.5,16.5,16.2,101.2,0.011745502,100,1.194813614,46.2,0,0,0,0,0,0,0,0
1,9,6,16.5,16.5,16.2,101.2,0.011745502,100,1.194813614,46.2,0,0,0,48,34,26,68,8
1,9,7,18.0,18.0,17.7,101.2,0.012939085,100,1.186423355,50.8,0,0,10,314,97,6,14,92
1,9,8,17.8,17.8,17.5,101.3,0.012761017,100,1.188745468,50.1,1,330,10,601,186,11,20,175
1,9,9,19.3,19.3,19.0,101.3,0.014046377,100,1.180258209,54.9,0,0,10,865,268,16,22,252
1,9,10,21.6,20.5,19.7,101.2,0.014712199,91,1.168668929,59.0,0,0,10,1088,337,20,23,318
1,9,11,22.5,20.8,19.7,101.2,0.014750904,86,1.165040513,60.0,0,0,1,1255,898,698,736,199
1,9,12,25.2,21.1,19.0,101.2,0.014042607,70,1.155782873,61.0,2,280,0,1355,962,742,744,220
1,9,13,27.7,21.2,17.9,101.2,0.013142046,56,1.147803797,61.2,1,210,0,1380,980,755,765,224
1,9,14,29.2,21.4,17.5,101.2,0.012800996,50,1.14272302,61.9,2,200,0,1329,943,727,790,216
1,9,15,30.0,22.0,18.1,101.2,0.013328377,50,1.138761312,64.1,3,220,0,1205,856,660,821,196
1,9,16,30.0,21.3,16.9,101.1,0.012344001,46,1.139401528,61.5,4,250,0,1017,722,557,855,165
1,9,17,30.2,21.2,16.7,101.0,0.012136524,45,1.137896248,61.2,3,170,0,778,553,426,865,127
1,9,18,30.2,20.2,14.8,101.0,0.010761667,40,1.140368782,57.7,4,120,0,504,358,276,709,82
1,9,19,30.0,18.8,12.1,101.0,0.009012837,34,1.144283866,53.0,5,140,0,213,152,117,64,35
1,9,20,27.5,20.0,16.0,101.0,0.011608756,50,1.149071553,57.1,7,130,0,8,6,4,8,1
1,9,21,25.5,21.8,19.9,101.1,0.014931715,73,1.151870682,63.5,7,130,0,0,0,0,0,0
1,9,22,23.5,21.9,20.9,101.1,0.0159147,87,1.157849526,64.0,5,120,0,0,0,0,0,0
1,9,23,22.0,21.0,20.3,101.2,0.015239803,92,1.16611876,60.7,7,120,0,0,0,0,0,0
1,9,24,21.5,20.8,20.2,101.1,0.015185134,94,1.16704346,60.1,5,110,0,0,0,0,0,0
1,10,1,21.2,20.7,20.2,101.1,0.015171614,96,1.168257694,59.7,4,100,8,0,0,0,0,0
1,10,2,21.1,20.6,20.1,101.0,0.015090358,96,1.167647697,59.4,5,100,10,0,0,0,0,0
1,10,3,20.9,20.4,19.9,101.0,0.014898293,96,1.168794257,58.7,3,100,10,0,0,0,0,0
1,10,4,21.0,20.8,20.4,100.9,0.015426094,98,1.166273537,60.2,2,90,10,0,0,0,0,0
1,10,5,21.0,20.8,20.4,100.9,0.015426094,98,1.166273537,60.2,2,110,10,0,0,0,0,0
1,10,6,21.0,20.8,20.4,100.9,0.015426094,98,1.166273537,60.2,2,100,10,46,14,1,2,13
1,10,7,21.0,20.8,20.4,100.9,0.015426094,98,1.166273537,60.2,2,60,10,310,96,6,14,91
1,10,8,21.2,21.0,20.6,100.9,0.015622857,98,1.165121425,60.9,1,90,10,598,185,11,20,174
1,10,9,23.6,22.5,21.7,100.9,0.016793139,91,1.153581001,66.3,1,60,4,863,578,407,578,171
1,10,10,25.5,23.5,22.4,100.9,0.017520746,85,1.144937773,70.1,0,0,0,1086,771,595,702,177
1,10,11,28.2,24.6,23.0,100.9,0.018135769,75,1.133589275,74.5,0,0,0,1254,890,686,724,204
1,10,12,29.3,25.2,23.4,100.8,0.018682357,72,1.127384379,77.0,0,0,0,1354,961,741,743,220
1,10,13,30.1,25.6,23.7,100.7,0.019040178,70,1.122667714,78.8,0,0,5,1379,876,557,564,319
1,10,14,32.5,26.3,23.9,100.7,0.019233914,62,1.113515848,81.7,0,0,6,1329,784,422,459,362
1,10,15,32.7,26.2,23.6,100.6,0.018997169,60,1.11209326,81.3,2,240,9,1205,476,73,91,403
1,10,16,32.5,26.4,24.0,100.5,0.019454381,62,1.110922324,82.3,3,250,9,1018,402,61,94,341
1,10,17,33.0,26.4,23.8,100.5,0.019243138,60,1.10947337,82.3,0,0,9,779,308,47,96,261
1,10,18,31.7,25.3,22.7,100.5,0.017900996,60,1.116541674,77.5,4,160,10,505,156,9,24,147
1,10,19,31.3,25.7,23.4,100.4,0.018768717,64,1.115383626,79.3,3,120,10,214,66,4,10,62
1,10,20,29.1,25.3,23.6,100.5,0.018997575,74,1.124219695,77.6,5,60,10,8,2,0,0,2
1,10,21,28.3,25.1,23.6,100.6,0.018979429,77,1.128356734,76.7,3,60,10,0,0,0,0,0
1,10,22,25.0,23.5,22.6,100.7,0.017768986,88,1.144140448,70.2,0,0,10,0,0,0,0,0
1,10,23,24.2,23.2,22.5,100.6,0.017658916,92,1.14627666,69.1,2,60,10,0,0,0,0,0
1,10,24,23.9,23.2,22.6,100.5,0.017803926,94,1.146033911,69.2,0,0,10,0,0,0,0,0
1,11,1,23.4,22.8,22.2,100.5,0.017401231,95,1.148689215,67.7,0,0,6,0,0,0,0,0
